Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2021,DuPage,IL,Passenger,4,1,5,58,63,7.94
December 31 2023,Madison,IL,Passenger,2,0,2,15,17,11.76
June 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
November 30 2020,Penobscot,ME,Passenger,0,1,1,10,11,9.09
February 28 2021,St. Louis,MO,Passenger,1,0,1,97,98,1.02
December 31 2017,Spokane,WA,Truck,1,0,1,91561,91562,0.00
January 31 2018,San Juan,WA,Passenger,137,46,183,13920,14103,1.30
June 30 2018,Monterey,CA,Passenger,0,1,1,189,190,0.53
November 30 2020,Chelan,WA,Passenger,271,84,355,54364,54719,0.65
January 31 2019,Pierce,WA,Truck,0,0,0,139068,139068,0.00
January 31 2018,New London,CT,Passenger,1,0,1,244,245,0.41
April 30 2020,Dakota,MN,Passenger,0,1,1,31,32,3.12
June 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
August 31 2023,Polk,OR,Passenger,1,1,2,18,20,10.00
June 30 2020,Maui,HI,Passenger,2,0,2,34,36,5.56
July 31 2023,Jackson,OK,Passenger,0,1,1,39,40,2.50
July 31 2022,Montgomery,AL,Passenger,2,1,3,37,40,7.50
April 30 2024,Franklin,WA,Truck,14,0,14,20838,20852,0.07
September 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
June 30 2021,Yakima,WA,Truck,0,0,0,61702,61702,0.00
April 30 2023,Island,WA,Truck,28,0,28,20981,21009,0.13
December 31 2021,Lewis,WA,Truck,0,0,0,26663,26663,0.00
November 30 2019,Pend Oreille,WA,Passenger,7,7,14,9508,9522,0.15
January 31 2019,Juneau,AK,Passenger,0,1,1,42,43,2.33
January 31 2024,Larimer,CO,Passenger,1,0,1,20,21,4.76
August 31 2024,Hudson,NJ,Passenger,2,0,2,13,15,13.33
December 31 2022,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
December 31 2018,San Juan,WA,Truck,0,0,0,5818,5818,0.00
May 31 2023,Collin,TX,Passenger,4,0,4,63,67,5.97
January 31 2017,Pacific,WA,Truck,0,0,0,7505,7505,0.00
April 30 2019,Ada,ID,Passenger,0,2,2,325,327,0.61
June 30 2020,Charleston,SC,Passenger,1,0,1,105,106,0.94
June 30 2020,Hudson,NJ,Passenger,1,0,1,39,40,2.50
September 30 2022,Adams,CO,Passenger,1,0,1,38,39,2.56
May 31 2022,Wahkiakum,WA,Passenger,22,10,32,3082,3114,1.03
September 30 2021,Island,WA,Truck,0,0,0,21520,21520,0.00
October 31 2017,San Juan,WA,Passenger,127,40,167,13755,13922,1.20
July 31 2023,Lincoln,OR,Passenger,0,1,1,18,19,5.26
March 31 2022,Carroll,MD,Passenger,0,1,1,17,18,5.56
June 30 2020,Placer,CA,Passenger,2,0,2,99,101,1.98
November 30 2020,Clallam,WA,Truck,1,0,1,21772,21773,0.00
May 31 2020,Spokane,WA,Passenger,720,478,1198,314837,316035,0.38
February 28 2018,Ferry,WA,Passenger,1,3,4,4395,4399,0.09
September 30 2022,Asotin,WA,Truck,0,0,0,6689,6689,0.00
April 30 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
February 28 2023,Loudoun,VA,Passenger,3,1,4,63,67,5.97
April 30 2023,Kauai,HI,Passenger,1,1,2,15,17,11.76
December 31 2020,Gwinnett,GA,Passenger,1,0,1,71,72,1.39
May 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
June 30 2020,Tarrant,TX,Passenger,1,0,1,178,179,0.56
August 31 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
July 31 2020,San Joaquin,CA,Passenger,1,0,1,132,133,0.75
March 31 2021,Grays Harbor,WA,Truck,0,0,0,21258,21258,0.00
August 31 2023,Mason,WA,Truck,14,0,14,20585,20599,0.07
May 31 2019,San Juan,WA,Truck,0,0,0,5849,5849,0.00
June 30 2024,Santa Barbara,CA,Passenger,1,0,1,55,56,1.79
January 31 2019,Dakota,MN,Passenger,0,2,2,33,35,5.71
March 31 2024,Portsmouth,VA,Passenger,0,2,2,55,57,3.51
November 30 2021,DuPage,IL,Passenger,3,1,4,53,57,7.02
June 30 2022,Juneau,AK,Passenger,0,1,1,33,34,2.94
May 31 2018,Garfield,WA,Passenger,1,1,2,1326,1328,0.15
May 31 2023,Adams,WA,Passenger,25,12,37,13053,13090,0.28
October 31 2019,Lincoln,WA,Truck,0,0,0,4691,4691,0.00
October 31 2020,Pacific,WA,Truck,0,0,0,7746,7746,0.00
March 31 2024,Brevard,FL,Passenger,1,0,1,56,57,1.75
October 31 2021,Saratoga,NY,Passenger,1,0,1,44,45,2.22
June 30 2021,Burlington,NJ,Passenger,0,1,1,124,125,0.80
September 30 2021,Plaquemines,LA,Passenger,0,1,1,20,21,4.76
August 31 2024,Yolo,CA,Passenger,3,0,3,19,22,13.64
May 31 2020,Wilson,TX,Passenger,0,1,1,7,8,12.50
September 30 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
July 31 2024,Tom Green,TX,Passenger,0,1,1,18,19,5.26
June 30 2019,Bergen,NJ,Passenger,1,0,1,27,28,3.57
January 31 2020,Pacific,WA,Passenger,30,31,61,16089,16150,0.38
October 31 2017,Cowlitz,WA,Truck,0,0,0,28112,28112,0.00
August 31 2021,Walla Walla,WA,Passenger,121,82,203,36449,36652,0.55
January 31 2020,Pierce,WA,Truck,0,0,0,141278,141278,0.00
December 31 2020,Spokane,WA,Passenger,886,546,1432,320862,322294,0.44
November 30 2022,Columbia,WA,Passenger,8,1,9,2426,2435,0.37
September 30 2020,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
June 30 2019,Fresno,CA,Passenger,1,0,1,201,202,0.50
January 31 2019,Gwinnett,GA,Passenger,0,1,1,78,79,1.27
June 30 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.50
February 28 2022,Clark,WA,Truck,2,0,2,83686,83688,0.00
April 30 2018,Kittitas,WA,Passenger,41,32,73,28768,28841,0.25
October 31 2021,San Juan,WA,Truck,0,0,0,5973,5973,0.00
April 30 2023,Pinal,AZ,Passenger,0,1,1,102,103,0.97
November 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2017,Juneau,AK,Passenger,0,1,1,47,48,2.08
May 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
May 31 2024,King,WA,Passenger,77812,18929,96741,1302967,1399708,6.91
April 30 2019,Los Angeles,CA,Passenger,6,5,11,1134,1145,0.96
March 31 2017,King,WA,Truck,8,1,9,189725,189734,0.00
September 30 2023,Wahkiakum,WA,Truck,4,0,4,1766,1770,0.23
February 29 2024,New London,CT,Passenger,1,3,4,158,162,2.47
August 31 2021,Milwaukee,WI,Passenger,1,0,1,44,45,2.22
May 31 2021,Frederick,MD,Passenger,1,1,2,63,65,3.08
June 30 2018,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
December 31 2020,Lee,FL,Passenger,1,0,1,45,46,2.17
September 30 2022,Lexington,SC,Passenger,1,0,1,23,24,4.17
February 28 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
July 31 2020,Kittitas,WA,Passenger,104,47,151,29752,29903,0.50
July 31 2019,Jefferson,WA,Truck,0,0,0,9679,9679,0.00
September 30 2021,Asotin,WA,Passenger,20,17,37,12713,12750,0.29
December 31 2019,Yakima,WA,Passenger,117,114,231,166252,166483,0.14
January 31 2022,Pend Oreille,WA,Passenger,17,9,26,9105,9131,0.28
October 31 2020,Wahkiakum,WA,Truck,0,0,0,1763,1763,0.00
March 31 2018,Grays Harbor,WA,Truck,0,0,0,20071,20071,0.00
March 31 2019,Nassau,NY,Passenger,3,0,3,43,46,6.52
November 30 2022,Suffolk,VA,Passenger,1,0,1,116,117,0.85
October 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
May 31 2018,Eagle,CO,Passenger,1,0,1,7,8,12.50
September 30 2019,San Diego,CA,Passenger,11,4,15,2763,2778,0.54
August 31 2019,Jefferson,WA,Truck,0,0,0,9671,9671,0.00
September 30 2018,Okanogan,WA,Truck,0,0,0,16500,16500,0.00
February 29 2024,Douglas,WA,Truck,11,0,11,13056,13067,0.08
September 30 2018,Orange,CA,Passenger,4,1,5,570,575,0.87
July 31 2024,Harford,MD,Passenger,2,1,3,41,44,6.82
January 31 2021,Fulton,GA,Passenger,0,3,3,94,97,3.09
April 30 2019,Boulder,CO,Passenger,1,0,1,51,52,1.92
April 30 2022,DuPage,IL,Passenger,3,1,4,50,54,7.41
October 31 2019,Kern,CA,Passenger,0,1,1,224,225,0.44
March 31 2022,Pierce,WA,Truck,2,0,2,143298,143300,0.00
January 31 2022,Fairfax,VA,Passenger,4,2,6,676,682,0.88
February 28 2021,Ferry,WA,Passenger,10,3,13,4335,4348,0.30
April 30 2019,Adams,WA,Passenger,5,6,11,12650,12661,0.09
March 31 2018,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
July 31 2018,St. Mary's,MD,Passenger,1,0,1,209,210,0.48
February 29 2024,Frederick,MD,Passenger,1,1,2,46,48,4.17
May 31 2020,San Francisco,CA,Passenger,1,2,3,101,104,2.88
November 30 2019,Middlesex,MA,Passenger,1,0,1,109,110,0.91
April 30 2021,Maui,HI,Passenger,2,0,2,30,32,6.25
January 31 2021,Kent,MI,Passenger,0,1,1,28,29,3.45
March 31 2020,Mason,WA,Passenger,153,133,286,47494,47780,0.60
February 29 2024,Columbia,WA,Truck,0,0,0,1557,1557,0.00
September 30 2018,Pend Oreille,WA,Passenger,5,5,10,9585,9595,0.10
March 31 2018,Maricopa,AZ,Passenger,1,2,3,1643,1646,0.18
May 31 2021,Thurston,WA,Truck,0,0,0,56562,56562,0.00
July 31 2021,Cook,IL,Passenger,1,0,1,224,225,0.44
January 31 2021,Chesapeake,VA,Passenger,0,2,2,420,422,0.47
February 28 2023,Berkeley,SC,Passenger,0,1,1,115,116,0.86
March 31 2020,Hamilton,IN,Passenger,1,0,1,43,44,2.27
January 31 2024,Washoe,NV,Passenger,2,0,2,47,49,4.08
April 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
September 30 2023,Pettis,MO,Passenger,1,0,1,4,5,20.00
March 31 2017,Prince William,VA,Passenger,0,4,4,274,278,1.44
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,9162,9178,0.17
January 31 2017,Columbia,WA,Truck,0,0,0,1544,1544,0.00
July 31 2021,Montgomery,MD,Passenger,3,1,4,227,231,1.73
April 30 2021,Tarrant,TX,Passenger,1,0,1,166,167,0.60
March 31 2017,Franklin,WA,Truck,0,0,0,17956,17956,0.00
September 30 2021,Spokane,WA,Truck,0,0,0,102479,102479,0.00
July 31 2019,Ferry,WA,Passenger,5,2,7,4403,4410,0.16
March 31 2018,Thurston,WA,Truck,0,0,0,53989,53989,0.00
November 30 2019,Santa Clara,CA,Passenger,8,2,10,376,386,2.59
September 30 2023,Hoke,NC,Passenger,1,0,1,64,65,1.54
January 31 2020,San Mateo,CA,Passenger,1,1,2,127,129,1.55
February 28 2023,Dorchester,SC,Passenger,1,0,1,54,55,1.82
July 31 2024,Madison,AL,Passenger,1,0,1,29,30,3.33
December 31 2022,Brown,WI,Passenger,1,0,1,8,9,11.11
October 31 2020,Asotin,WA,Passenger,17,14,31,12388,12419,0.25
December 31 2018,Stevens,WA,Passenger,17,27,44,31774,31818,0.14
July 31 2020,Columbia,WA,Truck,0,0,0,1540,1540,0.00
May 31 2018,Stevens,WA,Passenger,11,25,36,31563,31599,0.11
March 31 2020,Washington,OR,Passenger,1,0,1,477,478,0.21
June 30 2023,Columbia,GA,Passenger,1,0,1,76,77,1.30
August 31 2019,Oklahoma,OK,Passenger,0,1,1,134,135,0.74
May 31 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
January 31 2017,Hamilton,IN,Passenger,1,0,1,73,74,1.35
August 31 2024,Rock Island,IL,Passenger,0,1,1,10,11,9.09
June 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
February 28 2019,Virginia Beach,VA,Passenger,2,1,3,691,694,0.43
November 30 2023,Asotin,WA,Passenger,40,24,64,12296,12360,0.52
August 31 2019,Ferry,WA,Passenger,5,2,7,4418,4425,0.16
May 31 2018,Island,WA,Passenger,187,178,365,62406,62771,0.58
November 30 2019,New London,CT,Passenger,0,1,1,241,242,0.41
July 31 2019,Alameda,CA,Passenger,3,2,5,315,320,1.56
February 28 2022,Duval,FL,Passenger,0,2,2,327,329,0.61
March 31 2017,Dallas,TX,Passenger,1,1,2,210,212,0.94
March 31 2023,Essex,MA,Passenger,1,0,1,16,17,5.88
January 31 2019,Bucks,PA,Passenger,1,0,1,20,21,4.76
December 31 2022,Berkeley,SC,Passenger,0,1,1,120,121,0.83
March 31 2024,Polk,OR,Passenger,1,1,2,16,18,11.11
August 31 2019,Washoe,NV,Passenger,2,0,2,114,116,1.72
April 30 2022,Larimer,CO,Passenger,1,0,1,45,46,2.17
June 30 2018,Island,WA,Truck,0,0,0,20941,20941,0.00
February 28 2018,Mason,WA,Passenger,64,78,142,45041,45183,0.31
August 31 2021,St. Louis,MO,Passenger,1,0,1,86,87,1.15
October 31 2021,Benton,WA,Passenger,593,425,1018,135864,136882,0.74
December 31 2022,Virginia Beach,VA,Passenger,2,1,3,497,500,0.60
March 31 2020,Loudoun,VA,Passenger,1,0,1,91,92,1.09
January 31 2018,Prince George's,MD,Passenger,0,1,1,180,181,0.55
June 30 2024,El Paso,CO,Truck,1,0,1,115,116,0.86
December 31 2018,Montgomery,TX,Passenger,2,0,2,65,67,2.99
October 31 2023,Monterey,CA,Passenger,0,3,3,126,129,2.33
November 30 2019,Shelby,TN,Passenger,0,1,1,101,102,0.98
January 31 2023,Nassau,NY,Passenger,2,0,2,28,30,6.67
November 30 2023,Wichita,TX,Passenger,1,0,1,32,33,3.03
November 30 2022,Tom Green,TX,Passenger,0,1,1,20,21,4.76
December 31 2023,Tom Green,TX,Passenger,0,1,1,17,18,5.56
December 31 2017,Clark,WA,Passenger,851,573,1424,304220,305644,0.47
February 28 2019,Grays Harbor,WA,Passenger,66,79,145,47443,47588,0.30
November 30 2020,Cumberland,NC,Passenger,1,3,4,457,461,0.87
March 31 2024,Prince William,VA,Passenger,2,4,6,139,145,4.14
June 30 2023,Columbia,WA,Passenger,11,1,12,2407,2419,0.50
September 30 2019,Polk,FL,Passenger,1,0,1,77,78,1.28
April 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2024,Essex,MA,Passenger,1,0,1,12,13,7.69
June 30 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
February 28 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
November 30 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
August 31 2024,Fredericksburg,VA,Passenger,1,0,1,4,5,20.00
December 31 2020,Cowlitz,WA,Truck,0,0,0,28924,28924,0.00
April 30 2020,Walla Walla,WA,Truck,0,0,0,13618,13618,0.00
September 30 2021,Kitsap,WA,Passenger,1994,906,2900,180469,183369,1.58
July 31 2018,Stevens,WA,Truck,0,0,0,18643,18643,0.00
February 28 2022,San Juan,WA,Passenger,485,152,637,14170,14807,4.30
May 31 2022,Douglas,WA,Passenger,131,58,189,28494,28683,0.66
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,46979,47098,0.25
May 31 2020,Shelby,TN,Passenger,0,1,1,92,93,1.08
April 30 2022,San Mateo,CA,Passenger,3,0,3,92,95,3.16
February 28 2023,Goochland,VA,Passenger,2,2,4,96,100,4.00
August 31 2020,Jefferson,CO,Passenger,0,1,1,53,54,1.85
April 30 2019,Juneau,AK,Passenger,0,2,2,35,37,5.41
October 31 2023,Albemarle,VA,Passenger,3,0,3,14,17,17.65
March 31 2024,Cumberland,PA,Passenger,1,1,2,34,36,5.56
November 30 2019,Valencia,NM,Passenger,1,0,1,7,8,12.50
January 31 2024,Jefferson,WA,Truck,19,0,19,9246,9265,0.21
November 30 2020,Benton,WA,Truck,0,0,0,43098,43098,0.00
August 31 2022,El Paso,CO,Passenger,3,3,6,618,624,0.96
June 30 2018,,,Passenger,2,2,4,425,429,0.93
February 29 2020,Clay,FL,Passenger,0,1,1,87,88,1.14
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85
March 31 2022,Baltimore,MD,Passenger,1,0,1,95,96,1.04
May 31 2017,Orleans,LA,Passenger,0,1,1,49,50,2.00
November 30 2020,Marion,IA,Passenger,1,0,1,1,2,50.00
May 31 2024,Palm Beach,FL,Passenger,1,0,1,38,39,2.56
January 31 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
October 31 2020,Bradley,TN,Passenger,1,0,1,0,1,100.00
November 30 2018,Tulsa,OK,Passenger,1,1,2,54,56,3.57
August 31 2024,Lincoln,WA,Truck,1,0,1,4656,4657,0.02
September 30 2018,Cowlitz,WA,Truck,0,0,0,28599,28599,0.00
May 31 2017,Middlesex,MA,Passenger,1,0,1,142,143,0.70
January 31 2022,Cumberland,NC,Passenger,2,4,6,410,416,1.44
October 31 2021,Pinellas,FL,Passenger,0,1,1,101,102,0.98
April 30 2018,Lee,AL,Passenger,1,0,1,32,33,3.03
April 30 2017,Hawaii,HI,Passenger,1,0,1,88,89,1.12
October 31 2020,Nassau,NY,Passenger,4,0,4,34,38,10.53
January 31 2024,Newport News,VA,Passenger,1,0,1,102,103,0.97
May 31 2023,Washoe,NV,Passenger,2,0,2,54,56,3.57
September 30 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
November 30 2020,Island,WA,Passenger,480,287,767,62808,63575,1.21
February 29 2024,Clallam,WA,Passenger,700,330,1030,48744,49774,2.07
August 31 2020,Washington,OR,Passenger,1,0,1,457,458,0.22
February 28 2018,Tarrant,TX,Passenger,1,0,1,228,229,0.44
May 31 2017,Norfolk,VA,Passenger,1,1,2,308,310,0.65
December 31 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
March 31 2023,Essex,NJ,Passenger,2,0,2,10,12,16.67
July 31 2021,Alexandria,VA,Passenger,3,0,3,123,126,2.38
April 30 2023,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
December 31 2023,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
April 30 2024,Oldham,KY,Passenger,0,1,1,2,3,33.33
July 31 2022,San Diego,CA,Passenger,21,8,29,2429,2458,1.18
February 29 2020,Whatcom,WA,Passenger,1043,486,1529,151524,153053,1.00
September 30 2017,San Diego,CA,Passenger,6,2,8,2647,2655,0.30
May 31 2020,Ferry,WA,Passenger,5,3,8,4333,4341,0.18
September 30 2018,Beaufort,SC,Passenger,1,0,1,41,42,2.38
November 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
December 31 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2019,Pend Oreille,WA,Passenger,4,5,9,9524,9533,0.09
July 31 2023,Grays Harbor,WA,Truck,9,0,9,20926,20935,0.04
June 30 2019,Jefferson,WA,Passenger,197,119,316,24986,25302,1.25
September 30 2018,Alameda,CA,Passenger,0,2,2,344,346,0.58
November 30 2019,Solano,CA,Passenger,1,0,1,209,210,0.48
December 31 2018,Manatee,FL,Passenger,1,0,1,41,42,2.38
April 30 2017,Mercer,NJ,Passenger,0,1,1,19,20,5.00
September 30 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
June 30 2019,Lake,CA,Passenger,0,1,1,9,10,10.00
October 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
February 28 2021,Alameda,CA,Passenger,4,0,4,268,272,1.47
December 31 2018,Adams,WA,Passenger,5,6,11,12737,12748,0.09
June 30 2020,Okanogan,WA,Passenger,36,33,69,25834,25903,0.27
April 30 2020,Clark,WA,Passenger,1993,1056,3049,318612,321661,0.95
February 28 2017,Tarrant,TX,Passenger,0,2,2,307,309,0.65
November 30 2022,Chelan,WA,Passenger,524,141,665,54185,54850,1.21
November 30 2017,Frederick,MD,Passenger,0,1,1,86,87,1.15
June 30 2021,Hamilton,IN,Passenger,2,0,2,38,40,5.00
November 30 2022,Yavapai,AZ,Passenger,0,1,1,24,25,4.00
September 30 2019,Lee,FL,Passenger,1,0,1,50,51,1.96
June 30 2024,Shelby,AL,Passenger,2,0,2,3,5,40.00
April 30 2017,Stevens,WA,Passenger,8,22,30,31228,31258,0.10
November 30 2023,Los Angeles,CA,Passenger,11,4,15,620,635,2.36
March 31 2022,Fairfax,VA,Passenger,4,2,6,658,664,0.90
December 31 2020,DeKalb,GA,Passenger,1,0,1,74,75,1.33
September 30 2018,Arlington,VA,Passenger,1,1,2,178,180,1.11
August 31 2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19
November 30 2021,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
February 28 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
September 30 2018,Montgomery,AL,Passenger,1,0,1,50,51,1.96
February 29 2024,Bay,FL,Passenger,1,0,1,19,20,5.00
December 31 2023,Hennepin,MN,Passenger,1,0,1,32,33,3.03
February 28 2022,Kittitas,WA,Truck,0,0,0,14754,14754,0.00
April 30 2018,Kittitas,WA,Truck,0,0,0,13995,13995,0.00
September 30 2021,Pima,AZ,Passenger,1,1,2,301,303,0.66
May 31 2023,Chesterfield,VA,Passenger,1,0,1,37,38,2.63
May 31 2020,DuPage,IL,Passenger,4,0,4,61,65,6.15
April 30 2024,Spotsylvania,VA,Passenger,0,1,1,22,23,4.35
February 28 2023,Snohomish,WA,Passenger,10918,2836,13754,529133,542887,2.53
December 31 2018,Garfield,WA,Passenger,1,1,2,1328,1330,0.15
March 31 2021,Klickitat,WA,Passenger,65,46,111,15017,15128,0.73
May 31 2021,Mason,WA,Truck,0,0,0,21326,21326,0.00
December 31 2018,Okanogan,WA,Truck,0,0,0,16488,16488,0.00
November 30 2018,Bexar,TX,Passenger,3,4,7,728,735,0.95
October 31 2019,Pierce,WA,Truck,0,0,0,140627,140627,0.00
June 30 2022,Skagit,WA,Truck,3,0,3,32317,32320,0.01
January 31 2024,Isle of Wight,VA,Passenger,0,1,1,16,17,5.88
July 31 2024,Kootenai,ID,Truck,1,0,1,18,19,5.26
February 29 2024,Fairfax,VA,Truck,1,0,1,79,80,1.25
July 31 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
April 30 2021,Pierce,WA,Passenger,3270,1901,5171,559220,564391,0.92
May 31 2019,Lewis,WA,Truck,0,0,0,25912,25912,0.00
July 31 2023,Grant,WA,Truck,12,0,12,28059,28071,0.04
October 31 2021,Anne Arundel,MD,Passenger,3,1,4,368,372,1.08
July 31 2020,Riverside,CA,Passenger,3,1,4,632,636,0.63
March 31 2021,Pinellas,FL,Passenger,1,1,2,106,108,1.85
June 30 2022,Chelan,WA,Passenger,461,126,587,54303,54890,1.07
June 30 2017,San Mateo,CA,Passenger,0,1,1,153,154,0.65
January 31 2018,Dale,AL,Passenger,0,1,1,63,64,1.56
November 30 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
May 31 2019,Suffolk,MA,Passenger,0,1,1,42,43,2.33
September 30 2023,Columbia,OR,Passenger,1,0,1,11,12,8.33
December 31 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
January 31 2021,Spokane,WA,Truck,0,0,0,100826,100826,0.00
October 31 2021,St. Louis,MO,Passenger,1,0,1,80,81,1.23
January 31 2023,Sedgwick,KS,Passenger,0,1,1,70,71,1.41
January 31 2017,Clallam,WA,Passenger,73,64,137,48001,48138,0.28
July 31 2022,Whitman,WA,Passenger,88,60,148,21896,22044,0.67
November 30 2020,Kittitas,WA,Passenger,124,52,176,29736,29912,0.59
August 31 2024,Clallam,WA,Passenger,789,367,1156,47480,48636,2.38
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1701,1701,0.00
March 31 2018,Clark,WA,Passenger,918,641,1559,305944,307503,0.51
October 31 2020,Polk,FL,Passenger,1,0,1,74,75,1.33
July 31 2020,Hawaii,HI,Passenger,1,0,1,60,61,1.64
May 31 2021,Mohave,AZ,Passenger,1,0,1,62,63,1.59
July 31 2022,Meade,KY,Passenger,1,0,1,25,26,3.85
February 29 2020,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
December 31 2022,Howard,MD,Passenger,0,2,2,61,63,3.17
June 30 2017,Franklin,WA,Passenger,26,45,71,55606,55677,0.13
August 31 2021,Benton,WA,Passenger,565,408,973,136076,137049,0.71
November 30 2017,Lincoln,WA,Truck,0,0,0,4484,4484,0.00
July 31 2020,Kitsap,WA,Truck,0,0,0,54117,54117,0.00
January 31 2019,Deschutes,OR,Passenger,3,0,3,175,178,1.69
August 31 2020,Douglas,NE,Passenger,0,1,1,56,57,1.75
September 30 2022,Contra Costa,CA,Passenger,0,2,2,217,219,0.91
November 30 2019,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
November 30 2022,Washington,OR,Passenger,1,0,1,306,307,0.33
April 30 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
October 31 2023,Lake,IN,Passenger,0,1,1,6,7,14.29
March 31 2023,Marion,IA,Passenger,1,0,1,0,1,100.00
April 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
January 31 2020,Howard,MD,Passenger,0,1,1,84,85,1.18
March 31 2017,Grays Harbor,WA,Passenger,27,26,53,44410,44463,0.12
September 30 2018,Douglas,WA,Passenger,48,33,81,27844,27925,0.29
April 30 2023,Chesterfield,VA,Passenger,1,0,1,37,38,2.63
June 30 2018,Williamson,TX,Passenger,0,1,1,169,170,0.59
June 30 2022,Calvert,MD,Passenger,0,2,2,85,87,2.30
March 31 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
April 30 2023,Spokane,WA,Passenger,2157,1028,3185,321599,324784,0.98
May 31 2017,Travis,TX,Passenger,1,1,2,197,199,1.01
February 28 2018,Clark,WA,Passenger,888,616,1504,305247,306751,0.49
January 31 2017,Northampton,PA,Passenger,2,0,2,257,259,0.77
November 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
August 31 2024,Kent,DE,Passenger,1,0,1,35,36,2.78
January 31 2023,Travis,TX,Passenger,2,1,3,104,107,2.80
April 30 2019,Polk,FL,Passenger,1,0,1,73,74,1.35
September 30 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
August 31 2022,Lexington,SC,Passenger,1,0,1,23,24,4.17
September 30 2018,El Paso,TX,Passenger,1,0,1,491,492,0.20
January 31 2018,San Juan,WA,Truck,0,0,0,5643,5643,0.00
July 31 2017,Wahkiakum,WA,Passenger,0,2,2,2836,2838,0.07
June 30 2019,Garfield,WA,Truck,0,0,0,962,962,0.00
October 31 2019,Chelan,WA,Truck,0,0,0,22489,22489,0.00
January 31 2017,Clark,NV,Passenger,1,4,5,944,949,0.53
February 28 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
June 30 2024,Allen,IN,Passenger,1,1,2,7,9,22.22
February 28 2019,Multnomah,OR,Passenger,4,5,9,783,792,1.14
July 31 2021,Prince William,VA,Passenger,1,3,4,209,213,1.88
October 31 2018,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
June 30 2021,Travis,TX,Passenger,3,3,6,179,185,3.24
March 31 2020,Montgomery,PA,Passenger,1,0,1,36,37,2.70
May 31 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
April 30 2023,Marion,OR,Passenger,1,0,1,76,77,1.30
February 28 2019,Shasta,CA,Passenger,1,0,1,46,47,2.13
September 30 2023,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
August 31 2019,Collier,FL,Passenger,1,0,1,21,22,4.55
December 31 2022,Hawaii,HI,Passenger,1,0,1,35,36,2.78
November 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
